"city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","rent.amount","fire.insurance"
"yes",101,3,2,1,18,"acept","not furnished",1700,22
"yes",87,2,3,0,13,"acept","not furnished",4200,54
"yes",72,2,1,1,4,"acept","not furnished",1000,13
"yes",123,3,3,2,14,"acept","not furnished",3100,40
"yes",70,2,1,1,1,"acept","not furnished",1000,13
"no",40,1,1,0,8,"not acept","not furnished",595,8
"no",47,1,1,1,12,"acept","not furnished",650,9
"yes",115,4,3,4,1,"acept","furnished",7000,89
"yes",36,1,1,1,1,"acept","not furnished",2344,9
"yes",340,4,4,3,14,"not acept","not furnished",5000,64
"yes",200,3,4,2,0,"acept","not furnished",6500,98
"yes",150,3,3,1,3,"not acept","not furnished",4500,58
"yes",98,3,3,2,1,"acept","furnished",2970,38
"yes",300,4,3,2,13,"acept","furnished",8500,108
"yes",35,1,1,1,14,"not acept","not furnished",2700,35
"yes",63,3,2,1,8,"acept","not furnished",3300,42
"yes",150,3,2,1,6,"not acept","not furnished",5500,70
"yes",170,3,3,2,0,"acept","not furnished",4850,73
"no",110,3,3,2,0,"acept","not furnished",3200,49
"yes",55,2,1,1,4,"not acept","furnished",2450,32
"yes",47,1,1,0,0,"not acept","not furnished",1000,13
"yes",80,1,1,1,0,"acept","not furnished",1150,18
"yes",65,2,2,2,7,"acept","furnished",4000,51
"no",35,1,1,1,0,"not acept","furnished",1000,16
"yes",100,2,2,0,0,"acept","not furnished",1765,27
"yes",540,4,7,5,11,"acept","not furnished",15000,191
"no",47,1,1,0,7,"acept","not furnished",1000,13
"yes",272,5,5,2,0,"acept","not furnished",11000,166
"yes",90,3,3,1,11,"acept","not furnished",4650,59
"yes",83,2,2,1,3,"acept","furnished",2300,30
"yes",35,1,1,0,5,"acept","not furnished",1300,17
"yes",260,4,4,4,0,"acept","not furnished",14000,211
"yes",130,3,2,2,0,"acept","not furnished",5100,77
"yes",218,4,4,3,10,"acept","furnished",8400,107
"yes",20,1,1,0,1,"not acept","furnished",2060,27
"yes",70,2,2,2,5,"not acept","not furnished",2500,32
"yes",400,4,3,3,0,"acept","not furnished",7000,106
"yes",60,1,2,1,2,"acept","not furnished",4000,51
"yes",240,4,4,4,26,"acept","not furnished",13000,165
"yes",245,3,4,3,10,"acept","not furnished",14000,178
"yes",140,3,2,1,0,"acept","furnished",8200,124
"yes",120,2,2,0,1,"acept","not furnished",3600,46
"yes",110,3,3,2,4,"not acept","not furnished",3900,50
"yes",42,1,1,1,4,"not acept","furnished",4400,56
"yes",300,2,3,2,5,"acept","furnished",10500,134
"yes",50,2,2,1,10,"acept","not furnished",1900,25
"yes",110,4,3,3,1,"not acept","furnished",2230,29
"yes",72,2,2,1,12,"acept","not furnished",2406,10
"yes",130,3,4,4,0,"acept","not furnished",3280,50
"yes",170,2,2,1,8,"acept","not furnished",2000,26
"no",38,1,1,0,5,"not acept","not furnished",892,12
"yes",138,3,3,3,0,"acept","furnished",3900,59
"no",45,1,1,1,9,"not acept","furnished",1900,25
"yes",230,3,6,5,18,"acept","furnished",11050,141
"no",206,5,3,2,0,"acept","not furnished",3500,53
"yes",135,3,3,2,7,"not acept","not furnished",13800,175
"yes",300,2,2,0,0,"acept","furnished",3500,53
"yes",25,1,1,0,3,"acept","not furnished",1650,21
"yes",200,1,2,0,0,"acept","not furnished",8000,121
"yes",150,3,3,2,7,"acept","not furnished",3400,44
"yes",54,2,2,1,6,"acept","not furnished",2800,36
"yes",82,3,2,2,4,"not acept","not furnished",2600,33
"yes",84,2,2,0,1,"acept","furnished",6000,77
"yes",200,1,3,2,0,"not acept","not furnished",3000,46
"yes",230,4,3,1,2,"not acept","not furnished",3600,46
"yes",56,2,1,0,0,"acept","not furnished",1400,10
"yes",50,1,1,0,1,"acept","not furnished",1294,6
"yes",163,4,4,3,2,"not acept","furnished",9500,121
"yes",35,1,1,1,12,"not acept","furnished",2200,28
"yes",120,3,3,2,0,"acept","not furnished",2750,42
"no",60,1,1,0,3,"acept","not furnished",1300,17
"yes",54,2,1,1,8,"acept","not furnished",1550,20
"yes",250,5,4,3,0,"acept","not furnished",3680,56
"yes",50,2,1,1,9,"acept","not furnished",1998,26
"yes",300,2,1,2,0,"acept","not furnished",2800,43
"no",130,3,2,1,0,"acept","not furnished",1300,20
"yes",120,3,2,1,18,"acept","not furnished",5300,68
"yes",89,2,2,0,7,"acept","furnished",3900,50
"no",69,3,2,2,11,"acept","not furnished",2000,26
"yes",55,1,1,0,0,"acept","not furnished",1650,25
"yes",110,3,2,1,0,"acept","not furnished",3200,49
"yes",50,2,1,1,2,"not acept","furnished",1650,21
"no",80,3,1,1,1,"acept","not furnished",1328,10
"yes",66,2,2,1,23,"acept","not furnished",2583,10
"yes",180,3,4,3,12,"acept","not furnished",2200,28
"yes",135,2,3,1,22,"acept","not furnished",6500,83
"yes",74,2,1,1,5,"acept","not furnished",2024,8
"yes",56,2,1,1,6,"acept","not furnished",2200,28
"no",40,1,1,1,6,"acept","not furnished",650,9
"yes",86,3,2,2,6,"acept","furnished",3100,40
"yes",70,2,2,0,0,"not acept","not furnished",1500,23
"yes",30,1,1,0,1,"acept","not furnished",1150,15
"yes",438,5,6,5,0,"not acept","not furnished",12000,181
"no",72,2,1,2,16,"acept","not furnished",1200,16
"yes",66,1,1,1,10,"not acept","furnished",3500,45
"no",70,2,1,1,4,"acept","not furnished",1000,13
"yes",1000,4,7,4,10,"acept","furnished",15000,191
"no",380,4,6,6,0,"not acept","not furnished",4100,62
"no",248,3,4,4,2,"acept","not furnished",8000,102
"yes",109,3,1,1,1,"acept","not furnished",2800,36
"no",135,3,2,2,3,"acept","not furnished",2400,31
"yes",54,2,2,1,4,"acept","not furnished",2800,36
"yes",170,3,3,2,0,"acept","not furnished",2750,42
"yes",45,1,1,2,12,"acept","furnished",3350,43
"yes",180,3,4,3,7,"acept","furnished",4500,58
"no",51,2,1,0,2,"acept","not furnished",980,13
"yes",166,3,2,2,2,"acept","not furnished",7000,89
"yes",350,4,4,4,0,"acept","not furnished",13000,196
"no",63,2,1,1,1,"acept","not furnished",870,12
"yes",73,2,2,1,11,"acept","not furnished",1250,16
"yes",126,3,4,3,4,"acept","not furnished",4000,51
"yes",87,2,2,1,5,"acept","not furnished",2975,38
"yes",171,3,5,3,16,"acept","not furnished",10600,135
"yes",65,3,2,1,10,"not acept","not furnished",3250,42
"yes",63,2,1,2,12,"acept","not furnished",5500,70
"yes",59,2,2,1,6,"acept","not furnished",2500,32
"yes",70,2,1,0,0,"not acept","not furnished",1210,19
"yes",90,2,1,1,0,"acept","not furnished",2735,42
"yes",35,2,1,0,11,"acept","not furnished",2399,31
"yes",30,1,1,1,3,"acept","furnished",3300,42
"yes",61,1,2,2,1,"not acept","furnished",4000,51
"no",54,1,1,1,5,"acept","furnished",2350,30
"yes",32,1,1,1,23,"acept","not furnished",2000,26
"no",90,3,2,1,3,"acept","not furnished",1300,17
"yes",93,2,1,1,4,"not acept","furnished",5500,70
"no",44,1,1,0,4,"acept","not furnished",520,7
"yes",220,4,4,4,10,"acept","not furnished",5500,70
"yes",100,2,2,0,0,"acept","not furnished",2500,38
"yes",55,2,2,1,17,"not acept","not furnished",1800,26
"yes",100,2,3,1,7,"not acept","furnished",4930,63
"yes",35,1,1,1,5,"acept","furnished",3200,41
"yes",60,2,2,1,14,"not acept","furnished",5650,72
"yes",162,3,4,0,0,"acept","not furnished",3200,49
"yes",165,4,3,2,0,"acept","not furnished",5000,76
"yes",97,2,3,2,11,"acept","furnished",2820,36
"no",55,1,1,0,7,"acept","not furnished",1200,16
"yes",230,3,3,3,6,"not acept","not furnished",10500,134
"yes",77,2,2,1,8,"acept","not furnished",3260,42
"yes",42,1,1,1,4,"not acept","not furnished",2350,30
"yes",180,3,3,1,0,"not acept","not furnished",3000,46
"yes",50,2,1,1,15,"acept","not furnished",1300,17
"yes",200,5,2,3,0,"acept","not furnished",4800,73
"yes",290,6,3,4,0,"acept","not furnished",8000,121
"yes",49,1,1,0,12,"not acept","furnished",3800,49
"yes",38,1,1,1,16,"acept","furnished",2863,37
"yes",280,4,6,3,8,"acept","not furnished",4800,61
"yes",68,2,2,0,6,"not acept","furnished",6443,82
"yes",70,2,3,1,16,"acept","not furnished",1500,20
"no",280,4,3,3,0,"acept","not furnished",2167,33
"yes",140,3,2,3,13,"acept","furnished",8000,102
"yes",225,4,3,2,0,"acept","not furnished",3400,52
"yes",70,2,1,2,0,"not acept","not furnished",1400,22
"yes",81,3,1,1,3,"acept","not furnished",2800,36
"yes",19,1,1,0,0,"not acept","not furnished",1200,16
"yes",233,4,5,4,7,"acept","furnished",11000,140
"yes",43,2,1,1,1,"not acept","not furnished",1375,18
"yes",50,1,1,0,0,"not acept","not furnished",1200,19
"yes",54,1,1,1,13,"not acept","furnished",5000,64
"yes",50,1,1,1,6,"acept","furnished",1884,11
"yes",336,4,4,6,0,"acept","not furnished",7677,116
"yes",208,3,3,3,4,"acept","furnished",15000,191
"yes",150,2,2,2,0,"acept","not furnished",6000,91
"no",200,3,2,3,0,"acept","not furnished",3000,46
"yes",200,2,3,2,1,"acept","furnished",15000,191
"yes",40,2,1,0,3,"acept","not furnished",1275,17
"yes",35,1,1,0,0,"acept","not furnished",1150,15
"yes",35,1,1,0,0,"acept","not furnished",900,14
"yes",90,3,2,2,3,"acept","furnished",2500,11
"yes",300,3,2,5,0,"acept","not furnished",11500,173
"yes",520,3,4,8,0,"not acept","not furnished",10000,151
"yes",180,3,4,4,22,"acept","not furnished",12000,153
"yes",160,3,1,2,0,"acept","not furnished",5000,76
"yes",72,2,2,1,0,"acept","not furnished",3536,28
"yes",43,1,1,0,5,"acept","furnished",680,9
"yes",120,3,2,2,0,"acept","not furnished",6400,97
"yes",70,2,1,0,0,"acept","not furnished",1300,20
"yes",86,3,2,1,7,"acept","not furnished",2500,32
"yes",67,2,2,2,1,"acept","not furnished",2372,8
"yes",37,1,1,1,21,"acept","not furnished",4000,51
"yes",350,3,5,5,0,"acept","not furnished",5500,83
"no",70,1,1,2,0,"acept","not furnished",1450,22
"yes",159,2,2,2,12,"acept","not furnished",7000,89
"yes",220,6,2,2,0,"acept","not furnished",4500,68
"yes",70,3,1,1,10,"not acept","not furnished",1650,21
"yes",164,4,4,2,6,"not acept","not furnished",5000,64
"yes",190,3,3,1,8,"acept","furnished",8000,102
"yes",190,3,2,2,9,"acept","not furnished",5700,73
"yes",35,1,1,0,15,"acept","not furnished",1500,20
"no",110,3,3,2,0,"acept","not furnished",3200,49
"yes",65,3,2,1,2,"acept","furnished",3200,41
"yes",392,3,5,5,7,"acept","not furnished",15000,191
"yes",114,4,4,2,6,"acept","not furnished",2790,36
"yes",190,4,4,2,0,"not acept","not furnished",4450,67
"yes",115,2,1,0,0,"acept","not furnished",1550,24
"yes",65,2,1,0,7,"not acept","not furnished",1200,16
"yes",59,2,1,1,8,"acept","not furnished",3000,39
"yes",68,2,2,2,7,"acept","furnished",6600,84
"yes",46,1,1,0,2,"acept","not furnished",1437,19
"yes",57,2,2,2,12,"acept","not furnished",2800,36
"no",48,2,1,1,4,"acept","not furnished",850,11
"yes",245,4,4,3,5,"acept","not furnished",6800,87
"yes",20,1,1,0,0,"acept","furnished",1800,23
"yes",45,1,1,0,1,"not acept","not furnished",1360,18
"no",60,1,2,1,10,"acept","not furnished",1338,17
"yes",76,2,2,2,17,"acept","not furnished",4200,54
"yes",84,2,2,1,14,"acept","not furnished",5300,68
"yes",101,3,2,2,7,"acept","furnished",3200,41
"yes",310,4,3,3,11,"acept","not furnished",8000,102
"yes",183,4,3,4,3,"acept","not furnished",5950,76
"yes",73,2,2,2,2,"acept","not furnished",2652,9
"yes",290,4,3,2,1,"not acept","furnished",7150,91
"yes",150,3,4,4,14,"not acept","furnished",7925,29
"yes",68,2,2,2,12,"not acept","not furnished",2300,30
"yes",51,1,1,0,9,"acept","not furnished",1950,25
"yes",120,2,1,0,1,"not acept","not furnished",2200,28
"yes",146,3,4,4,15,"acept","not furnished",6000,77
"yes",104,3,2,2,2,"acept","not furnished",4400,56
"yes",146,3,4,2,8,"acept","furnished",11000,140
"no",200,3,3,3,0,"acept","not furnished",2000,31
"yes",44,1,1,0,0,"not acept","not furnished",1250,19
"yes",42,1,1,2,6,"acept","furnished",3380,43
"no",60,2,1,1,0,"acept","not furnished",1300,20
"yes",60,2,2,2,5,"acept","not furnished",2000,26
"no",50,1,1,1,2,"not acept","not furnished",647,9
"yes",63,2,2,1,19,"acept","not furnished",4400,56
"yes",70,2,2,4,0,"acept","not furnished",3000,46
"yes",130,3,2,2,1,"not acept","not furnished",3250,42
"yes",30,1,1,0,2,"acept","not furnished",1850,24
"yes",36,1,1,0,3,"acept","furnished",2500,32
"yes",257,4,4,4,14,"not acept","not furnished",12000,153
"yes",198,3,3,0,14,"acept","not furnished",6000,77
"yes",280,5,5,2,1,"acept","furnished",12750,162
"yes",373,4,4,3,12,"acept","not furnished",12750,162
"yes",300,2,3,2,8,"not acept","furnished",5120,65
"yes",220,3,3,3,0,"acept","furnished",2800,43
"yes",50,1,1,0,19,"not acept","not furnished",1077,14
"no",110,3,2,1,6,"acept","not furnished",1200,16
"yes",280,5,5,4,13,"acept","not furnished",10000,127
"yes",400,4,4,3,0,"acept","not furnished",10000,151
"yes",245,3,5,4,3,"acept","furnished",10000,127
"yes",320,3,3,2,0,"acept","not furnished",7200,109
"yes",209,4,4,3,7,"not acept","not furnished",3900,50
"yes",360,4,5,5,0,"acept","furnished",9600,145
"yes",113,2,3,2,10,"acept","not furnished",13500,172
"yes",75,3,1,1,1,"not acept","not furnished",2078,7
"no",73,3,1,1,3,"acept","not furnished",1140,15
"yes",130,3,2,1,12,"acept","not furnished",4500,58
"yes",160,3,3,3,9,"acept","furnished",10000,127
"yes",220,3,4,3,16,"acept","furnished",8000,102
"yes",185,3,3,2,5,"acept","not furnished",3410,44
"yes",37,1,1,1,5,"not acept","not furnished",2600,33
"yes",60,2,1,0,0,"acept","furnished",1450,22
"yes",70,1,1,1,12,"acept","not furnished",4400,56
"yes",50,2,1,0,0,"not acept","not furnished",3100,40
"yes",85,2,1,0,1,"acept","not furnished",3100,40
"no",55,2,1,1,2,"acept","not furnished",1550,20
"yes",185,3,5,2,11,"acept","furnished",3000,39
"yes",380,4,5,6,8,"acept","furnished",4900,63
"yes",76,3,2,2,14,"acept","not furnished",2800,36
"yes",560,4,4,0,0,"acept","furnished",10970,165
"yes",34,1,1,0,1,"not acept","not furnished",1540,20
"yes",30,1,1,0,1,"not acept","furnished",1500,20
"yes",70,2,2,2,8,"acept","not furnished",3650,47
"yes",245,3,4,3,5,"acept","not furnished",14000,178
"yes",132,2,2,0,1,"acept","furnished",2900,37
"yes",55,2,1,1,2,"acept","not furnished",1262,16
"yes",157,3,1,2,11,"acept","not furnished",3000,39
"no",102,3,2,0,15,"acept","not furnished",2500,32
"yes",420,3,5,5,0,"acept","not furnished",8200,124
"yes",65,2,2,1,0,"acept","not furnished",2040,31
"yes",120,3,3,3,11,"acept","not furnished",2500,32
"yes",35,1,1,0,12,"not acept","furnished",2610,34
"no",70,3,2,1,3,"acept","furnished",1300,17
"yes",26,1,1,0,4,"acept","furnished",4300,55
"yes",27,1,1,1,6,"not acept","furnished",2000,26
"yes",220,3,3,2,8,"not acept","furnished",11000,140
"yes",150,2,1,2,0,"acept","not furnished",5500,83
"yes",102,3,2,2,1,"acept","not furnished",1900,25
"yes",35,1,1,1,7,"acept","not furnished",2300,30
"no",67,3,1,1,1,"not acept","not furnished",900,12
"yes",470,4,4,5,19,"acept","not furnished",6741,86
"yes",510,4,3,5,0,"acept","not furnished",10000,151
"yes",156,3,4,3,7,"not acept","not furnished",5000,64
"yes",247,4,6,4,16,"acept","not furnished",15000,191
"yes",117,3,2,2,15,"acept","furnished",3100,40
"yes",55,1,1,1,1,"acept","furnished",5275,67
"yes",60,2,2,1,11,"not acept","furnished",5500,70
"yes",300,4,5,5,3,"acept","not furnished",8800,112
"yes",36,1,1,1,15,"not acept","furnished",2300,30
"yes",315,4,5,5,20,"not acept","not furnished",4000,29
"yes",320,4,6,4,0,"acept","not furnished",6000,91
"yes",180,3,4,3,15,"acept","furnished",6600,84
"yes",70,2,2,0,14,"not acept","not furnished",3200,41
"yes",71,2,1,1,10,"acept","not furnished",3100,40
"no",68,3,2,2,9,"acept","not furnished",1500,20
"yes",40,2,1,1,1,"acept","not furnished",3300,42
"yes",38,1,1,0,17,"not acept","not furnished",1280,17
"yes",70,2,1,0,0,"not acept","not furnished",1300,20
"yes",220,4,3,4,11,"acept","furnished",3000,39
"yes",245,3,5,4,13,"acept","furnished",11500,146
"yes",550,5,6,4,0,"acept","not furnished",15000,226
"yes",270,4,3,3,0,"acept","not furnished",10900,164
"yes",380,3,3,2,1,"acept","not furnished",11000,140
"no",47,2,1,1,4,"acept","not furnished",900,12
"yes",180,3,3,2,16,"acept","not furnished",11000,140
"yes",239,3,3,3,0,"acept","not furnished",7000,106
"yes",136,3,4,3,2,"acept","not furnished",3200,41
"yes",150,2,3,3,0,"acept","not furnished",5000,76
"yes",122,2,2,2,10,"acept","not furnished",3950,51
"no",34,1,1,0,4,"acept","not furnished",700,9
"yes",130,2,2,2,5,"acept","furnished",12000,153
"yes",90,2,1,1,14,"acept","furnished",2000,26
"yes",75,1,1,2,8,"acept","furnished",7000,89
"yes",39,1,1,1,11,"not acept","not furnished",3500,45
"yes",210,3,2,2,0,"acept","furnished",3500,53
"yes",200,4,3,3,14,"not acept","not furnished",6400,82
"yes",100,2,1,0,0,"acept","not furnished",1460,22
"yes",124,3,1,0,8,"not acept","not furnished",1200,16
"yes",150,3,1,2,0,"acept","not furnished",3600,55
"yes",200,3,2,1,2,"acept","not furnished",4500,58
"yes",80,2,1,0,0,"acept","not furnished",2200,34
"yes",300,4,2,0,5,"acept","not furnished",15000,191
"yes",40,1,1,1,3,"not acept","furnished",2300,30
"yes",87,2,2,1,3,"acept","furnished",3337,9
"yes",230,3,4,3,2,"acept","not furnished",12000,153
"no",45,1,1,1,16,"not acept","furnished",3900,50
"yes",38,1,1,0,0,"not acept","not furnished",1650,25
"yes",98,3,3,2,0,"acept","not furnished",2500,38
"yes",35,1,1,0,1,"not acept","not furnished",1305,17
"yes",170,3,5,3,7,"acept","furnished",2800,36
"no",72,2,1,0,2,"not acept","not furnished",800,11
"yes",195,2,3,3,15,"acept","furnished",9200,117
"no",170,2,3,3,16,"acept","not furnished",5900,75
"yes",360,4,5,2,6,"acept","not furnished",15000,191
"no",156,4,5,3,3,"not acept","not furnished",1100,14
"no",420,4,5,4,0,"acept","not furnished",7225,109
"yes",110,2,2,1,18,"acept","not furnished",1780,23
"yes",165,4,3,3,10,"acept","furnished",6300,80
"yes",200,4,5,4,23,"not acept","not furnished",6000,77
"yes",465,4,4,4,3,"acept","not furnished",6500,83
"yes",200,3,4,3,8,"acept","not furnished",7080,90
"yes",130,3,2,1,4,"not acept","furnished",7900,101
"yes",52,2,1,1,7,"acept","not furnished",1340,17
"yes",25,1,1,0,8,"acept","not furnished",1800,23
"yes",96,1,1,1,0,"acept","not furnished",3500,53
"yes",93,2,2,2,3,"acept","not furnished",3500,45
"yes",85,2,2,1,6,"acept","furnished",5300,68
"yes",80,1,1,1,10,"acept","not furnished",6500,83
"no",570,4,6,5,0,"acept","not furnished",12000,181
"yes",150,3,3,3,19,"acept","furnished",2800,36
"yes",70,2,2,0,17,"acept","not furnished",2000,26
"yes",167,3,1,0,0,"acept","not furnished",1500,23
"yes",250,4,4,3,6,"acept","not furnished",6970,89
"yes",22,1,1,0,25,"acept","not furnished",2200,28
"yes",400,4,5,3,0,"not acept","not furnished",15000,191
"yes",272,4,4,4,2,"acept","not furnished",13000,165
"yes",30,1,1,1,6,"not acept","furnished",3500,45
"yes",326,4,4,3,5,"acept","not furnished",8000,102
"yes",300,5,3,1,0,"acept","not furnished",10000,151
"no",80,3,1,1,3,"acept","not furnished",1500,20
"yes",65,2,2,2,19,"not acept","not furnished",3500,45
"no",48,1,1,0,9,"acept","not furnished",670,9
"yes",200,3,4,1,8,"not acept","furnished",6000,77
"yes",80,2,1,2,0,"acept","not furnished",1569,24
"yes",400,3,4,4,0,"acept","not furnished",4172,63
"yes",70,1,1,0,0,"acept","not furnished",1400,22
"yes",300,3,3,2,0,"acept","not furnished",6000,91
"yes",95,3,2,0,2,"acept","not furnished",2350,36
"yes",40,1,1,0,0,"not acept","not furnished",850,13
"yes",380,5,4,2,0,"acept","not furnished",8000,121
"yes",190,3,3,3,0,"acept","not furnished",2950,45
"no",55,1,1,1,9,"acept","furnished",2600,33
"no",55,2,1,1,0,"acept","not furnished",790,11
"yes",80,3,2,2,12,"not acept","not furnished",1850,24
"yes",77,1,1,1,8,"not acept","not furnished",5700,73
"yes",80,2,1,0,1,"acept","not furnished",1800,23
"yes",70,2,1,1,9,"acept","not furnished",2707,11
"yes",60,2,2,2,6,"acept","not furnished",2417,31
"yes",420,5,4,4,7,"acept","not furnished",12000,153
"yes",78,2,2,2,12,"acept","not furnished",2700,35
"yes",158,3,4,2,4,"acept","not furnished",5760,73
"yes",180,3,4,3,3,"acept","not furnished",3500,45
"yes",60,2,1,1,13,"acept","furnished",1620,21
"no",50,2,1,1,1,"acept","not furnished",800,11
"yes",318,4,6,4,13,"acept","furnished",10160,129
"yes",97,2,2,0,27,"not acept","furnished",10200,130
