city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount,fire insurance,total
yes,70,2,1,1,9,acept,not furnished,"R$2,707",R$11,"R$3,485"
yes,60,2,2,2,6,acept,not furnished,"R$2,417",R$31,"R$3,842"
yes,420,5,4,4,7,acept,not furnished,"R$12,000",R$153,"R$20,350"
yes,78,2,2,2,12,acept,not furnished,"R$2,700",R$35,"R$3,185"
yes,158,3,4,2,4,acept,not furnished,"R$5,760",R$73,"R$7,991"
yes,180,3,4,3,3,acept,not furnished,"R$3,500",R$45,"R$5,210"
yes,60,2,1,1,13,acept,furnished,"R$1,620",R$21,"R$2,271"
no,50,2,1,1,1,acept,not furnished,R$800,R$11,"R$1,011"
yes,318,4,6,4,13,acept,furnished,"R$10,160",R$129,"R$13,740"
yes,97,2,2,0,27,not acept,furnished,"R$10,200",R$130,"R$11,430"
yes,110,2,2,0,-,not acept,not furnished,"R$1,100",R$17,"R$1,135"
yes,330,1,3,8,-,acept,not furnished,"R$3,147",R$48,"R$3,195"
no,68,2,1,2,1,acept,not furnished,"R$1,200",R$16,"R$1,810"
yes,80,2,2,2,-,acept,not furnished,"R$2,200",R$34,"R$2,457"
yes,70,2,1,0,-,not acept,furnished,"R$1,362",R$21,"R$1,467"
yes,200,3,4,5,-,acept,not furnished,"R$5,000",R$76,"R$5,426"
yes,135,3,4,3,12,not acept,not furnished,"R$3,800",R$49,"R$5,303"
yes,36,1,1,0,9,acept,not furnished,"R$2,150",R$28,"R$2,603"
yes,63,2,3,1,-,acept,not furnished,"R$1,990",R$30,"R$2,230"
yes,212,4,3,4,1,acept,not furnished,"R$15,000",R$191,"R$19,760"
no,440,4,4,4,-,acept,not furnished,"R$9,810",R$148,"R$12,900"
yes,45,2,1,0,-,not acept,not furnished,"R$1,300",R$20,"R$1,429"
yes,444,4,4,5,-,acept,furnished,"R$10,000",R$151,"R$10,740"
yes,84,1,1,1,1,not acept,not furnished,"R$2,500",R$32,"R$3,707"
yes,495,5,5,4,11,not acept,not furnished,"R$15,000",R$191,"R$20,470"
yes,36,1,1,1,11,not acept,furnished,"R$3,800",R$49,"R$4,354"
no,414,4,4,5,-,acept,not furnished,"R$3,900",R$59,"R$4,465"
yes,90,3,2,2,11,not acept,not furnished,"R$3,000",R$39,"R$3,662"
no,50,1,1,0,4,acept,not furnished,R$520,R$7,R$968
yes,26,1,1,0,2,acept,furnished,"R$2,200",R$28,"R$2,848"
yes,132,3,2,2,14,acept,furnished,"R$5,525",R$19,"R$7,194"
yes,49,1,1,1,4,not acept,not furnished,"R$3,200",R$13,"R$3,699"
yes,84,2,3,2,32,not acept,furnished,"R$8,500",R$108,"R$9,908"
yes,97,3,1,1,2,acept,furnished,"R$6,000",R$77,"R$7,042"
yes,227,4,3,3,10,acept,furnished,"R$10,000",R$127,"R$15,830"
yes,200,3,3,2,-,acept,not furnished,"R$3,500",R$53,"R$3,845"
no,12732,3,2,0,3,acept,not furnished,"R$1,600",R$21,"R$2,417"
no,254,3,4,2,-,acept,not furnished,"R$3,000",R$46,"R$3,297"
yes,88,2,3,2,11,acept,not furnished,"R$6,835",R$44,"R$7,859"
yes,135,2,1,0,2,not acept,not furnished,"R$2,000",R$26,"R$2,031"
yes,120,2,1,1,-,acept,not furnished,"R$1,600",R$25,"R$1,792"
yes,246,3,4,4,5,acept,not furnished,"R$1,800",R$23,"R$5,193"
no,87,3,2,1,9,acept,not furnished,"R$1,800",R$23,"R$2,675"
yes,372,5,4,6,-,acept,not furnished,"R$9,200",R$139,"R$10,380"
yes,85,3,2,3,3,acept,furnished,"R$1,999",R$26,"R$3,278"
yes,58,1,1,1,1,acept,furnished,"R$3,500",R$45,"R$4,090"
yes,160,3,5,2,-,acept,not furnished,"R$12,000",R$181,"R$12,520"
yes,80,1,1,1,-,not acept,not furnished,"R$1,300",R$20,"R$1,404"
yes,54,2,1,0,2,not acept,not furnished,"R$1,700",R$22,"R$2,428"
no,128,3,3,2,1,acept,not furnished,"R$2,650",R$34,"R$4,704"
yes,70,2,1,1,3,acept,not furnished,"R$2,400",R$31,"R$3,116"
yes,80,2,2,1,-,not acept,not furnished,"R$1,556",R$8,"R$1,564"
yes,69,3,2,2,7,acept,not furnished,"R$1,500",R$20,"R$2,184"
yes,42,1,1,1,4,acept,not furnished,"R$2,200",R$28,"R$2,828"
yes,132,3,2,3,-,acept,not furnished,"R$2,500",R$38,"R$2,597"
yes,270,3,3,1,-,acept,furnished,"R$6,500",R$98,"R$6,621"
yes,180,3,3,3,-,acept,not furnished,"R$5,000",R$76,"R$5,311"
no,38,1,1,0,8,acept,not furnished,R$550,R$7,R$927
yes,366,4,5,5,8,acept,furnished,"R$15,000",R$191,"R$21,030"
yes,65,2,2,1,18,acept,furnished,"R$3,509",R$11,"R$4,346"
yes,42,1,1,1,14,acept,furnished,"R$2,650",R$34,"R$4,129"
yes,101,3,4,2,5,acept,not furnished,"R$3,360",R$43,"R$5,043"
yes,120,3,2,1,7,acept,not furnished,"R$4,675",R$60,"R$6,335"
yes,280,3,3,7,-,acept,not furnished,"R$8,670",R$131,"R$9,251"
yes,200,4,4,2,8,acept,furnished,"R$2,800",R$36,"R$6,666"
no,42,1,1,0,1,acept,not furnished,R$830,R$11,R$853
yes,180,3,2,1,8,acept,furnished,"R$12,000",R$153,"R$14,490"
yes,26,1,1,0,6,acept,not furnished,"R$1,532",R$20,"R$1,860"
yes,93,2,1,1,1,acept,not furnished,"R$2,150",R$28,"R$2,644"
yes,115,3,1,2,5,acept,not furnished,"R$4,300",R$55,"R$5,600"
yes,263,4,5,4,21,acept,not furnished,"R$12,500",R$159,"R$17,150"
no,42,2,1,1,4,acept,not furnished,"R$1,020",R$13,"R$1,224"
yes,30,1,1,0,1,not acept,not furnished,"R$1,459",R$10,"R$1,469"
no,70,2,1,2,5,acept,not furnished,"R$2,100",R$27,"R$2,953"
yes,56,2,2,1,11,acept,not furnished,"R$4,800",R$61,"R$5,992"
yes,65,2,1,0,-,acept,not furnished,"R$1,800",R$28,"R$1,995"
no,48,1,1,0,4,not acept,not furnished,R$500,R$7,"R$1,014"
yes,95,3,2,1,10,not acept,furnished,"R$4,300",R$55,"R$5,753"
no,180,4,3,2,-,acept,not furnished,"R$4,348",R$66,"R$5,631"
yes,110,3,2,2,14,acept,not furnished,"R$3,200",R$41,"R$3,241"
yes,80,3,2,3,1,acept,not furnished,"R$1,615",R$21,"R$2,946"
yes,129,2,3,2,16,acept,furnished,"R$2,376",R$38,"R$3,848"
yes,226,4,4,3,4,not acept,not furnished,"R$10,000",R$127,"R$14,830"
yes,152,3,3,1,5,not acept,furnished,"R$5,200",R$66,"R$6,657"
yes,500,4,4,3,-,acept,not furnished,"R$9,000",R$136,"R$9,136"
yes,78,2,1,3,-,acept,not furnished,"R$1,600",R$25,"R$1,788"
no,56,1,1,0,12,acept,not furnished,R$500,R$7,R$816
yes,120,1,1,4,-,acept,furnished,"R$3,300",R$50,"R$3,626"
yes,220,3,3,3,-,acept,not furnished,"R$3,700",R$56,"R$4,080"
yes,34,1,1,0,3,not acept,furnished,"R$2,415",R$31,"R$3,031"
yes,60,2,1,1,5,acept,furnished,"R$3,300",R$42,"R$4,009"
yes,54,1,1,0,2,acept,not furnished,"R$1,732",R$6,"R$1,913"
yes,130,3,2,1,2,acept,furnished,"R$6,900",R$88,"R$8,389"
yes,51,2,1,1,12,not acept,furnished,"R$2,400",R$31,"R$2,991"
yes,60,1,1,0,1,acept,not furnished,"R$1,250",R$16,"R$1,546"
yes,300,5,6,2,-,not acept,not furnished,"R$8,000",R$121,"R$8,921"
yes,169,4,4,4,9,acept,not furnished,"R$6,450",R$82,"R$9,472"
no,200,3,3,2,8,acept,not furnished,"R$3,695",R$47,"R$5,533"
yes,174,3,1,1,-,acept,not furnished,"R$3,300",R$50,"R$3,586"
yes,61,2,1,0,1,not acept,not furnished,"R$1,220",R$16,"R$1,491"
yes,100,3,3,3,5,acept,not furnished,"R$3,500",R$45,"R$4,962"
yes,100,3,1,4,-,acept,not furnished,"R$2,125",R$32,"R$2,383"
yes,45,1,2,1,11,acept,not furnished,"R$2,200",R$28,"R$2,822"
yes,65,2,2,1,1,acept,not furnished,"R$2,300",R$30,"R$3,036"
yes,80,2,1,2,2,acept,furnished,"R$2,424",R$31,"R$3,600"
yes,90,2,1,0,-,acept,not furnished,"R$1,800",R$28,"R$2,108"
yes,281,4,4,8,-,acept,furnished,"R$10,000",R$151,"R$11,000"
yes,350,3,4,4,-,acept,not furnished,"R$3,100",R$47,"R$6,047"
yes,380,4,5,4,4,acept,furnished,"R$8,500",R$108,"R$13,100"
no,396,4,6,3,-,acept,not furnished,"R$6,200",R$94,"R$6,907"
yes,120,3,2,3,-,not acept,not furnished,"R$1,990",R$30,"R$2,174"
yes,300,3,5,2,12,not acept,furnished,"R$13,900",R$177,"R$16,990"
yes,97,2,3,1,5,acept,not furnished,"R$6,500",R$83,"R$7,463"
yes,35,1,1,0,1,acept,not furnished,"R$1,400",R$18,"R$1,678"
yes,20,1,1,0,1,not acept,not furnished,"R$1,000",R$13,"R$1,097"
yes,49,2,1,1,3,acept,furnished,"R$2,156",R$8,"R$2,464"
yes,103,3,2,1,2,acept,not furnished,"R$1,500",R$6,"R$2,776"
yes,93,3,3,2,15,not acept,not furnished,"R$2,300",R$30,"R$3,489"
no,83,1,1,1,4,not acept,not furnished,"R$1,080",R$14,"R$1,653"
yes,158,4,4,3,4,acept,furnished,"R$3,500",R$45,"R$6,124"
yes,700,6,6,6,-,acept,not furnished,"R$8,500",R$128,"R$10,170"
yes,208,3,2,1,5,acept,not furnished,"R$7,000",R$89,"R$9,222"
yes,147,2,3,2,3,not acept,furnished,"R$12,000",R$153,"R$14,150"
yes,150,2,2,1,1,acept,furnished,"R$5,900",R$75,"R$6,625"
yes,135,2,2,1,12,acept,not furnished,"R$8,700",R$111,"R$10,470"
yes,530,4,4,6,-,acept,not furnished,"R$9,520",R$144,"R$11,000"
yes,70,2,1,1,3,acept,not furnished,"R$1,500",R$20,"R$2,270"
yes,335,3,4,4,-,acept,furnished,"R$6,200",R$94,"R$6,944"
yes,87,2,3,2,16,not acept,not furnished,"R$5,700",R$73,"R$6,530"
yes,49,2,1,1,9,acept,furnished,"R$2,800",R$36,"R$3,444"
yes,108,3,2,2,7,acept,not furnished,"R$5,600",R$71,"R$7,396"
yes,35,1,1,0,-,acept,not furnished,"R$1,000",R$16,"R$1,058"
yes,150,3,2,2,-,acept,not furnished,"R$2,500",R$38,"R$2,538"
yes,92,2,1,1,11,not acept,not furnished,"R$6,860",R$87,"R$6,947"
yes,80,4,4,3,5,acept,not furnished,"R$6,000",R$77,"R$9,527"
yes,32,1,1,1,13,not acept,furnished,"R$3,200",R$41,"R$4,226"
yes,38,1,1,0,11,acept,not furnished,"R$2,500",R$32,"R$2,960"
yes,87,3,2,1,17,acept,not furnished,"R$1,400",R$18,"R$2,468"
yes,80,2,1,1,1,acept,not furnished,"R$24,000",R$305,"R$25,180"
yes,38,1,1,1,14,not acept,furnished,"R$2,600",R$33,"R$3,448"
yes,65,2,1,0,-,acept,not furnished,"R$1,200",R$19,"R$1,253"
yes,100,7,4,0,-,acept,not furnished,"R$4,100",R$62,"R$4,280"
yes,126,2,1,0,13,acept,not furnished,"R$2,580",R$33,"R$3,183"
yes,84,2,2,1,-,acept,not furnished,"R$2,200",R$34,"R$2,234"
yes,70,2,2,1,3,acept,not furnished,"R$2,850",R$37,"R$4,166"
yes,160,3,2,1,1,acept,not furnished,"R$7,693",R$116,"R$8,217"
no,85,3,2,1,1,acept,not furnished,"R$1,300",R$17,"R$2,042"
yes,37,1,1,1,4,acept,not furnished,"R$2,051",R$12,"R$3,025"
no,94,2,1,1,1,acept,not furnished,"R$1,200",R$16,"R$1,829"
no,138,3,3,0,2,acept,not furnished,"R$7,000",R$89,"R$8,173"
yes,96,3,3,0,6,acept,not furnished,"R$3,572",R$46,"R$4,118"
yes,41,1,1,1,16,acept,furnished,"R$2,387",R$31,"R$3,223"
no,208,3,2,4,-,acept,not furnished,"R$3,180",R$48,"R$3,328"
yes,35,1,1,0,7,acept,not furnished,"R$1,200",R$16,"R$1,616"
yes,45,1,1,0,22,not acept,not furnished,"R$1,015",R$13,"R$1,411"
yes,230,2,3,3,17,acept,furnished,"R$8,000",R$102,"R$11,310"
yes,200,3,2,4,-,acept,not furnished,"R$3,500",R$53,"R$4,053"
yes,255,4,4,0,15,acept,furnished,"R$2,500",R$32,"R$8,016"
yes,400,4,4,3,1,acept,furnished,"R$10,000",R$127,"R$13,130"
yes,297,4,5,5,19,acept,not furnished,"R$11,700",R$149,"R$17,510"
yes,600,3,5,8,-,acept,not furnished,"R$7,000",R$106,"R$7,854"
yes,37,1,1,1,1,not acept,furnished,"R$1,196",R$16,"R$2,912"
yes,36,1,1,0,4,acept,not furnished,"R$1,162",R$15,"R$1,496"
yes,629,4,4,4,-,acept,not furnished,"R$15,000",R$226,"R$17,290"
yes,100,2,1,0,-,not acept,not furnished,"R$1,100",R$17,"R$1,142"
yes,75,2,1,1,-,not acept,not furnished,"R$1,500",R$23,"R$1,532"
yes,133,3,3,2,19,acept,furnished,"R$14,000",R$178,"R$17,980"
yes,150,3,2,0,1,not acept,not furnished,"R$3,000",R$39,"R$3,781"
yes,40,1,1,0,12,not acept,furnished,"R$3,300",R$42,"R$3,786"
yes,93,3,3,0,16,not acept,furnished,"R$5,100",R$65,"R$372,700"
yes,400,4,3,3,-,acept,not furnished,"R$8,000",R$121,"R$9,371"
no,500,6,6,3,-,acept,not furnished,"R$10,630",R$160,"R$11,180"
yes,35,1,1,1,14,not acept,not furnished,"R$2,000",R$26,"R$4,001"
yes,11,1,1,0,1,not acept,furnished,"R$2,100",R$27,"R$2,469"
yes,275,4,4,3,9,acept,not furnished,"R$6,800",R$87,"R$11,440"
yes,320,4,4,2,7,acept,not furnished,"R$8,000",R$102,"R$12,860"
yes,54,1,1,1,7,acept,not furnished,"R$3,800",R$49,"R$4,652"
yes,660,4,5,5,12,acept,furnished,"R$20,000",R$254,"R$26,800"
yes,330,5,3,6,-,acept,not furnished,"R$10,500",R$158,"R$12,330"
yes,143,3,3,2,20,acept,not furnished,"R$8,400",R$107,"R$10,950"
no,64,2,2,2,51,acept,not furnished,"R$1,900",R$25,"R$2,854"
yes,157,3,2,0,7,acept,not furnished,"R$4,500",R$58,"R$6,230"
yes,28,1,1,0,5,acept,not furnished,"R$2,000",R$26,"R$2,518"
yes,113,3,4,2,7,acept,not furnished,"R$4,000",R$51,"R$6,242"
yes,110,3,2,1,1,acept,not furnished,"R$4,500",R$58,"R$5,950"
yes,90,3,2,1,13,acept,not furnished,"R$2,557",R$24,"R$3,469"
yes,130,3,2,2,15,not acept,not furnished,"R$6,200",R$79,"R$11,680"
yes,34,1,1,1,6,not acept,furnished,"R$2,900",R$37,"R$2,937"
yes,55,1,1,0,3,not acept,furnished,"R$1,824",R$24,"R$2,268"
yes,101,3,3,2,1,acept,not furnished,"R$4,600",R$59,"R$5,769"
yes,72,1,2,2,19,acept,not furnished,"R$4,000",R$51,"R$5,151"
no,25,1,1,0,3,not acept,not furnished,"R$1,000",R$13,"R$1,313"
yes,45,1,1,0,2,not acept,not furnished,"R$1,400",R$18,"R$1,487"
yes,360,5,4,0,7,not acept,not furnished,"R$3,000",R$39,"R$9,923"
yes,90,2,2,1,-,acept,not furnished,"R$1,800",R$28,"R$1,828"
yes,50,1,1,0,-,acept,furnished,"R$1,190",R$18,"R$1,786"
yes,180,4,4,4,21,not acept,not furnished,"R$10,000",R$127,"R$13,530"
no,55,2,1,1,16,not acept,not furnished,"R$1,350",R$18,"R$1,787"
no,250,1,2,2,-,acept,not furnished,"R$2,200",R$34,"R$2,836"
yes,49,1,1,0,9,acept,not furnished,"R$2,264",R$29,"R$2,693"
no,500,4,4,3,5,not acept,not furnished,"R$15,000",R$191,"R$20,560"
yes,45,1,1,0,1,not acept,not furnished,"R$1,340",R$17,"R$1,657"
no,104,3,1,0,3,not acept,not furnished,R$700,R$9,"R$1,378"
yes,250,3,2,8,-,acept,not furnished,"R$7,000",R$106,"R$7,578"
no,75,3,1,2,3,acept,not furnished,"R$1,300",R$17,"R$1,990"
yes,25,1,1,0,1,not acept,not furnished,"R$1,049",R$14,"R$1,094"
yes,320,5,3,8,-,acept,not furnished,"R$14,000",R$211,"R$15,130"
yes,56,1,1,0,9,not acept,not furnished,"R$1,450",R$19,"R$1,869"
yes,88,2,1,1,3,acept,not furnished,"R$3,400",R$44,"R$4,394"
yes,60,3,1,1,3,acept,not furnished,"R$1,550",R$20,"R$2,040"
yes,50,1,1,0,1,not acept,not furnished,"R$1,900",R$25,"R$2,267"
yes,96,3,2,2,14,not acept,furnished,"R$8,500",R$108,"R$10,020"
yes,80,2,1,0,1,not acept,not furnished,"R$1,122",R$15,"R$1,187"
yes,270,3,2,4,-,acept,not furnished,"R$6,500",R$98,"R$7,765"
yes,250,4,4,4,4,acept,not furnished,"R$8,500",R$108,"R$12,630"
no,90,3,2,2,2,acept,not furnished,"R$1,500",R$20,"R$2,395"
yes,96,2,1,1,8,not acept,not furnished,"R$2,500",R$32,"R$3,486"
yes,80,3,1,1,1,acept,not furnished,"R$1,750",R$23,"R$2,393"
yes,210,3,3,2,5,acept,not furnished,"R$5,500",R$70,"R$9,230"
yes,144,3,3,2,-,acept,furnished,"R$5,000",R$76,"R$5,185"
yes,90,2,2,2,9,not acept,not furnished,"R$1,400",R$18,"R$3,917"
no,82,3,3,2,4,acept,not furnished,"R$1,500",R$20,"R$2,223"
yes,35,1,1,1,1,acept,not furnished,R$977,R$13,"R$1,020"
yes,65,2,1,1,-,acept,not furnished,"R$1,600",R$25,"R$1,775"
yes,23,1,1,0,23,acept,not furnished,"R$2,100",R$27,"R$2,568"
no,50,2,1,1,3,acept,not furnished,"R$1,000",R$13,"R$1,013"
yes,240,3,5,3,14,acept,furnished,"R$10,800",R$137,"R$15,690"
no,214,3,3,2,1,acept,not furnished,"R$5,900",R$75,"R$8,218"
yes,90,2,1,1,2,acept,not furnished,"R$3,000",R$39,"R$4,089"
yes,250,3,5,4,-,acept,not furnished,"R$4,600",R$70,"R$4,987"
no,330,3,3,2,10,not acept,not furnished,"R$5,100",R$65,"R$8,515"
yes,170,4,4,3,9,acept,not furnished,"R$8,300",R$106,"R$10,990"
yes,250,4,2,6,-,acept,not furnished,"R$5,000",R$76,"R$5,534"
no,54,1,2,1,6,acept,furnished,"R$3,500",R$45,"R$3,945"
yes,378,3,3,3,-,acept,not furnished,"R$6,000",R$91,"R$6,376"
yes,70,2,2,2,10,acept,not furnished,"R$3,100",R$40,"R$4,195"
yes,80,2,2,1,5,acept,not furnished,"R$4,200",R$54,"R$5,287"
yes,52,1,1,1,2,not acept,furnished,"R$4,000",R$51,"R$4,631"
yes,180,3,2,1,11,acept,furnished,"R$4,500",R$58,"R$7,958"
yes,80,2,1,0,2,acept,not furnished,"R$1,258",R$16,"R$1,874"
yes,200,2,4,1,-,acept,not furnished,"R$15,000",R$226,"R$16,060"
yes,250,3,3,2,-,not acept,furnished,"R$7,000",R$106,"R$7,523"
yes,90,3,2,0,9,acept,not furnished,"R$2,300",R$30,"R$3,344"
yes,52,1,1,0,3,not acept,furnished,"R$2,585",R$10,"R$2,813"
no,110,3,1,1,-,acept,not furnished,"R$1,500",R$23,"R$1,573"
yes,150,3,5,3,-,acept,furnished,"R$4,500",R$68,"R$4,757"
yes,78,2,1,2,7,acept,not furnished,"R$1,275",R$17,"R$2,052"
no,83,2,3,1,7,acept,not furnished,"R$1,500",R$20,"R$2,662"
yes,215,3,4,4,10,acept,not furnished,"R$12,000",R$153,"R$16,720"
yes,67,1,1,0,-,acept,not furnished,"R$1,300",R$20,"R$1,375"
yes,60,2,1,1,11,acept,furnished,"R$3,400",R$44,"R$3,967"
yes,136,3,3,0,12,acept,not furnished,"R$3,500",R$45,"R$4,398"
yes,20,1,1,0,1,not acept,not furnished,"R$1,100",R$14,"R$1,149"
yes,78,3,1,2,7,acept,furnished,"R$2,400",R$31,"R$3,931"
yes,42,1,1,1,2,acept,not furnished,"R$2,326",R$9,"R$3,195"
yes,300,4,4,1,11,acept,not furnished,"R$7,200",R$92,"R$10,990"
yes,140,2,2,2,8,acept,furnished,"R$3,990",R$51,"R$5,315"
no,150,3,2,1,-,acept,not furnished,"R$1,320",R$20,"R$1,507"
yes,200,5,4,5,-,acept,not furnished,"R$3,300",R$50,"R$3,600"
yes,112,2,3,2,24,not acept,not furnished,"R$3,950",R$51,"R$5,218"
yes,380,3,2,2,9,acept,not furnished,"R$6,650",R$85,"R$11,240"
no,75,3,1,1,1,not acept,not furnished,"R$12,000",R$181,"R$12,480"
yes,220,3,5,6,8,acept,furnished,"R$6,000",R$77,"R$9,077"
yes,280,4,5,6,1,not acept,not furnished,"R$7,500",R$96,"R$9,596"
no,34,1,1,0,4,acept,not furnished,R$700,R$9,"R$1,209"
yes,24,1,1,1,-,not acept,not furnished,"R$1,390",R$21,"R$1,411"
yes,72,2,2,1,18,acept,not furnished,"R$3,500",R$45,"R$4,245"
yes,45,1,1,1,-,not acept,not furnished,"R$1,600",R$25,"R$1,705"
yes,38,1,1,1,4,acept,furnished,"R$2,500",R$32,"R$2,912"
yes,75,2,1,0,5,acept,furnished,"R$4,000",R$51,"R$4,551"
yes,180,3,2,1,4,acept,not furnished,"R$4,000",R$51,"R$5,569"
yes,220,3,4,3,8,acept,not furnished,"R$6,000",R$77,"R$9,094"
yes,352,4,4,4,-,not acept,furnished,"R$8,600",R$130,"R$9,209"
yes,80,1,1,1,2,not acept,not furnished,"R$1,200",R$16,"R$1,216"
yes,74,3,2,1,6,acept,not furnished,"R$3,000",R$39,"R$4,034"
yes,103,3,2,2,3,acept,not furnished,"R$1,600",R$21,"R$3,310"
yes,45,1,1,1,1,not acept,furnished,"R$5,520",R$70,"R$8,590"
yes,249,4,2,2,-,acept,not furnished,"R$4,300",R$65,"R$4,422"
yes,65,3,1,1,6,acept,furnished,"R$1,900",R$25,"R$2,495"
yes,182,4,4,3,1,acept,not furnished,"R$3,400",R$44,"R$6,086"
yes,68,2,2,1,7,acept,furnished,"R$1,877",R$24,"R$2,390"
yes,800,4,5,8,-,acept,not furnished,"R$12,000",R$181,"R$14,520"
yes,106,2,1,0,-,acept,not furnished,"R$2,000",R$26,"R$2,186"
yes,78,3,2,2,1,acept,not furnished,"R$1,590",R$21,"R$2,621"
yes,130,3,3,3,23,acept,not furnished,"R$2,800",R$36,"R$4,615"
yes,100,3,1,0,6,acept,furnished,"R$3,900",R$50,"R$4,875"
yes,240,3,2,6,-,acept,not furnished,"R$4,000",R$61,"R$4,061"
yes,190,3,3,1,1,acept,not furnished,"R$9,000",R$115,"R$11,610"
yes,100,2,1,2,-,not acept,not furnished,"R$3,300",R$50,"R$3,667"
yes,262,3,4,4,8,acept,not furnished,"R$15,000",R$191,"R$22,090"
yes,300,4,5,4,9,acept,furnished,"R$7,650",R$97,"R$12,210"
yes,416,3,5,4,15,acept,not furnished,"R$10,000",R$127,"R$15,430"
yes,55,2,1,1,9,acept,not furnished,"R$1,455",R$11,"R$1,816"
yes,70,1,2,1,3,acept,not furnished,"R$4,000",R$51,"R$5,211"
yes,580,5,5,4,4,acept,not furnished,"R$15,000",R$191,"R$27,290"
yes,84,2,2,2,20,acept,not furnished,"R$2,500",R$11,"R$3,435"
no,58,2,1,1,1,not acept,not furnished,R$820,R$11,"R$1,190"
yes,55,1,2,0,17,not acept,not furnished,"R$1,800",R$23,"R$2,389"
yes,147,3,3,3,13,acept,not furnished,"R$3,600",R$46,"R$5,112"
yes,55,2,1,1,11,acept,not furnished,"R$1,000",R$13,"R$1,523"
yes,236,4,5,5,5,acept,not furnished,"R$5,000",R$64,"R$9,152"
yes,60,1,1,0,-,acept,not furnished,R$800,R$13,R$813
yes,211,2,2,2,-,acept,not furnished,"R$4,500",R$68,"R$5,321"
yes,200,2,4,3,16,acept,not furnished,"R$12,500",R$159,"R$18,020"
yes,49,2,1,1,-,acept,not furnished,R$970,R$13,"R$1,387"
yes,300,4,5,4,7,not acept,not furnished,"R$3,200",R$41,"R$6,776"
yes,62,3,1,2,1,acept,not furnished,"R$1,400",R$18,"R$2,324"
yes,350,3,4,2,-,acept,furnished,"R$7,000",R$106,"R$7,613"
yes,100,3,2,1,1,acept,not furnished,"R$1,600",R$21,"R$2,590"
yes,60,3,1,1,7,acept,not furnished,"R$1,700",R$22,"R$2,360"
yes,60,2,1,1,3,acept,furnished,"R$2,350",R$30,"R$2,999"
yes,350,4,5,2,-,acept,furnished,"R$15,000",R$226,"R$15,890"
no,92,3,4,2,1,acept,not furnished,"R$2,200",R$28,"R$3,176"
yes,165,3,4,6,-,acept,furnished,"R$4,800",R$73,"R$4,973"
yes,50,2,1,2,8,not acept,not furnished,"R$1,800",R$23,"R$2,386"
yes,505,3,5,0,12,not acept,not furnished,"R$8,600",R$109,"R$16,050"
no,40,2,1,1,3,acept,not furnished,"R$1,200",R$16,"R$1,606"
yes,900,3,4,8,-,acept,not furnished,"R$20,000",R$301,"R$24,110"
yes,300,4,4,2,-,acept,not furnished,"R$8,500",R$128,"R$8,895"
yes,24,1,1,0,3,acept,furnished,"R$2,020",R$26,"R$2,496"
yes,65,2,1,0,-,acept,not furnished,"R$1,500",R$23,"R$1,607"
no,47,1,1,0,8,acept,not furnished,R$520,R$7,"R$1,013"
yes,55,1,2,1,4,not acept,furnished,"R$3,800",R$49,"R$4,399"
yes,50,3,1,1,4,not acept,not furnished,"R$2,500",R$32,"R$3,510"
yes,234,3,4,4,3,acept,not furnished,"R$5,000",R$64,"R$10,020"
yes,40,1,1,0,-,not acept,not furnished,R$900,R$14,R$939
yes,30,1,1,0,-,not acept,not furnished,"R$1,850",R$28,"R$2,045"
yes,35,1,1,0,16,not acept,furnished,"R$1,500",R$20,"R$3,829"
yes,50,2,1,2,-,acept,not furnished,"R$1,550",R$24,"R$1,795"
yes,31,1,1,0,18,not acept,not furnished,"R$1,500",R$20,"R$1,930"
yes,68,1,1,1,2,acept,not furnished,"R$7,000",R$89,"R$11,620"
yes,35,1,1,0,-,acept,not furnished,"R$1,300",R$17,"R$1,476"
yes,50,1,1,0,-,not acept,not furnished,R$880,R$14,R$911
yes,167,3,4,2,5,acept,not furnished,"R$3,016",R$39,"R$6,671"
yes,33,1,1,1,1,not acept,furnished,"R$1,464",R$19,"R$3,308"
yes,40,1,1,0,-,not acept,not furnished,"R$1,200",R$19,"R$1,319"
yes,172,4,4,3,15,acept,furnished,"R$8,800",R$112,"R$11,450"
yes,50,1,1,0,5,acept,furnished,"R$2,000",R$26,"R$2,514"
yes,68,2,2,1,14,acept,not furnished,"R$3,000",R$39,"R$3,814"
yes,84,3,2,3,8,not acept,not furnished,"R$3,200",R$41,"R$5,104"
yes,170,3,4,4,6,acept,furnished,"R$4,000",R$51,"R$6,236"
yes,162,2,2,1,13,acept,not furnished,"R$5,500",R$70,"R$7,919"
yes,330,3,6,5,-,acept,furnished,"R$7,100",R$107,"R$7,207"
yes,180,3,3,2,2,acept,not furnished,"R$9,000",R$115,"R$11,980"
no,270,3,3,3,1,acept,not furnished,"R$7,220",R$92,"R$10,370"
yes,154,4,3,3,4,acept,not furnished,"R$4,350",R$56,"R$6,778"
yes,87,2,2,2,15,acept,not furnished,"R$3,800",R$28,"R$4,832"
yes,50,1,2,1,9,not acept,furnished,"R$3,000",R$39,"R$4,099"
yes,300,4,5,2,-,acept,not furnished,"R$4,200",R$64,"R$4,514"
no,70,2,2,1,-,acept,not furnished,"R$1,400",R$22,"R$1,466"
yes,58,1,2,1,1,not acept,furnished,"R$4,800",R$61,"R$5,821"
